Title;Artist;Genre;Year;Bpm;Energy;Danceability;Db;Liveness;Valence;Duration;Acousticness;Speechiness;Popularity
Underneath It All;No Doubt;Pop;2001;138;73;73;-5;39;84;303;24;7;65
Want U Back;Cher Lloyd;Pop;2011;98;89;70;-3;47;57;214;7;8;65
We Be Burnin';Sean Paul;Pop;2005;117;80;95;-4;7;86;213;14;15;65
We'll Be Coming Back (feat. Example);Calvin Harris;Pop;2012;128;95;60;-4;60;57;234;0;9;65
What a Girl Wants;Christina Aguilera;Pop;1999;142;82;75;-7;35;82;216;7;11;65
World of Our Own;Westlife;Other;2001;97;77;71;-5;6;92;211;2;3;65
Air Force Ones;Nelly;Pop;2002;164;46;78;-10;8;62;304;8;32;64
Animals - Radio Edit;Martin Garrix;EDM;2013;128;91;60;-5;7;4;176;0;4;64
Bad (feat. Rihanna) - Remix;Wale;Hip hop/Rap/R&b;2013;114;70;81;-7;11;45;239;31;7;64
Bounce (feat. Kelis) - Radio Edit;Calvin Harris;Pop;2012;128;96;78;-2;66;76;222;3;4;64
Broccoli (feat. Lil Yachty);DRAM;Other;2016;146;53;89;-7;6;71;225;24;13;64
Call on Me (Ryan Riback Remix);Starley;Other;2016;105;84;67;-4;16;73;222;6;4;64
Came Here for Love;Sigala;Pop;2017;125;87;71;-3;12;72;203;3;4;64
Changed the Way You Kiss Me - Radio Edit;Example;EDM;2011;127;86;58;-4;9;19;195;1;4;64
Counting Stars;OneRepublic;Rock/Metal;2014;122;71;66;-5;12;48;257;7;4;64
Don't Lie;Black Eyed Peas;Pop;2005;90;79;66;-5;8;60;219;16;19;64
Everytime We Touch - Radio Edit;Cascada;Other;2011;142;98;64;-5;37;49;199;0;6;64
Girls Like (feat. Zara Larsson);Tinie Tempah;Pop;2016;120;80;92;-3;8;54;196;37;5;64
Gucci Gang;Lil Pump;Hip hop/Rap/R&b;2017;120;52;94;-7;12;70;124;24;6;64
GUMMO;6ix9ine;Hip hop/Rap/R&b;2018;157;78;66;-5;13;64;158;6;17;64
Hanging By A Moment;Lifehouse;Other;2000;125;86;54;-5;8;50;216;0;3;64
Happy;Ashanti;Pop;2002;89;52;73;-7;12;70;262;24;3;64
Hot;INNA;Pop;2010;128;94;82;-6;43;60;217;8;28;64
Hotel Room Service;Pitbull;Pop;2009;126;60;85;-8;8;76;239;0;23;64
How You Gonna Act Like That;Tyrese;Hip hop/Rap/R&b;2002;113;52;73;-4;7;53;295;11;5;64
I Cry;Flo Rida;Pop;2012;126;82;69;-5;32;76;224;1;4;64
I Knew You Were Trouble.;Taylor Swift;Pop;2012;77;47;62;-7;3;68;220;0;4;64
If I Die Young;The Band Perry;Other;2010;131;50;61;-7;28;36;223;35;3;64
If You're Not The One;Daniel Bedingfield;Other;2002;120;54;69;-8;11;27;257;57;3;64
I'll Be There;Jess Glynne;Pop;2018;100;85;62;-3;12;40;194;2;4;64
I'll Show You;Justin Bieber;Pop;2015;192;61;36;-7;18;8;200;5;10;64
It's My Life;No Doubt;Pop;2003;126;74;61;-5;33;78;226;0;3;64
Izzo (H.O.V.A.);JAY-Z;Hip hop/Rap/R&b;2001;84;84;62;-4;6;70;241;2;34;64
Kickstarts;Example;EDM;2010;126;84;61;-4;36;66;182;0;6;64
Like I Love You;Justin Timberlake;Pop;2002;115;81;85;-5;7;90;284;4;6;64
Makes Me Wonder;Maroon 5;Pop;2007;114;85;80;-2;6;88;211;0;4;64
Me, Myself and I;Beyoncé;Pop;2003;84;46;75;-9;14;54;301;23;8;64
Never Had A Dream Come True;S Club 7;Pop;2000;123;53;64;-6;9;43;240;51;3;64
No Diggity;HÄWK;EDM;2022;125;78;81;-9;7;44;219;2;5;64
No Such Thing;John Mayer;Other;2001;132;74;67;-5;13;57;231;4;3;64
Oh (feat. Ludacris);Ciara;Pop;2004;128;50;80;-7;7;36;256;0;5;64
Omen - Radio Edit;Disclosure;EDM;2015;106;79;67;-5;36;62;197;12;14;64
One Step At a Time;Jordin Sparks;Pop;2007;102;69;77;-5;4;69;205;8;3;64
One Wish;Ray J;Hip hop/Rap/R&b;2005;127;65;53;-7;34;59;338;28;28;64
Outta Control - Remix;50 Cent;Hip hop/Rap/R&b;2005;92;60;77;-6;8;56;248;3;25;64
Overprotected - Radio Edit;Britney Spears;Pop;2001;96;89;68;-2;42;85;199;4;7;64
Pocketful of Sunshine;Natasha Bedingfield;Pop;2008;110;88;73;-4;11;68;203;20;4;64
Promise;Ciara;Pop;2006;123;63;70;-6;8;44;267;41;4;64
Pure Shores;All Saints;Pop;2000;101;66;63;-9;7;41;269;5;2;64
Rack City;Tyga;Hip hop/Rap/R&b;2012;99;34;93;-11;19;27;203;4;37;64
Rocketeer;Far East Movement;Hip hop/Rap/R&b;2010;96;85;66;-6;27;36;211;18;5;64
Roll Up;Wiz Khalifa;Hip hop/Rap/R&b;2011;125;81;52;-5;9;60;228;5;19;64
Salt Shaker;Ying Yang Twins;Hip hop/Rap/R&b;2003;102;70;88;-6;9;32;252;5;13;64
Save Room;John Legend;Other;2006;112;57;69;-6;10;38;236;5;3;64
Shawty (feat. T Pain);Plies;Hip hop/Rap/R&b;2007;105;71;44;-6;8;26;255;4;13;64
Sorry;Madonna;Pop;2005;133;88;59;-6;17;44;282;0;5;64
Take My Breath - Single Version;The Weeknd;Hip hop/Rap/R&b;2021;121;74;75;-6;10;52;220;1;5;64
That Don't Impress Me Much - International Mix;Shania Twain;Other;1997;125;85;73;-6;12;96;239;13;5;64
U and Dat (feat. T. Pain & Kandi Girl);E-40;Hip hop/Rap/R&b;2006;100;48;86;-7;12;33;203;2;28;64
Video Games;Lana Del Rey;Pop;2012;122;26;39;-10;9;18;282;81;3;64
Wanna Get To Know You;G-Unit;Hip hop/Rap/R&b;2003;77;83;51;-4;7;89;265;11;13;64
Wasted;Tiësto;Other;2014;112;82;64;-6;20;39;190;0;3;64
All I Have (feat. LL Cool J);Jennifer Lopez;Pop;2002;83;67;70;-5;16;45;254;27;11;63
All In My Head (Flex) (feat. Fetty Wap);Fifth Harmony;Other;2016;95;79;69;-5;5;76;211;2;5;63
Born to Make You Happy;Britney Spears;Pop;1999;84;92;63;-5;7;69;244;12;5;63
Bump Bump Bump (feat. P. Diddy);B2K;Other;2003;96;68;84;-6;5;89;283;10;21;63
Bust It Baby Pt. 2 (feat. Ne-Yo);Plies;Hip hop/Rap/R&b;2008;79;80;65;-7;34;81;241;15;17;63
Can't Hold Us Down (feat. Lil' Kim);Christina Aguilera;Pop;2002;99;66;86;-4;7;54;255;3;19;63
Climax;Usher;Hip hop/Rap/R&b;2012;136;48;65;-9;16;33;233;55;8;63
Come With Me - Radio Edit;Special D.;Other;2004;140;100;74;-5;28;50;185;13;8;63
Cross Me (feat. Chance the Rapper & PnB Rock);Ed Sheeran;Pop;2019;95;79;75;-6;7;61;206;21;12;63
Don't Leave;Snakehips;Other;2017;122;70;66;-3;26;34;215;22;8;63
Don't Stop Movin';S Club 7;Pop;2001;117;67;82;-6;21;91;234;3;3;63
Drinking from the Bottle (feat. Tinie Tempah);Calvin Harris;Pop;2012;128;89;67;-4;5;53;240;5;5;63
Evacuate The Dancefloor;Cascada;Other;2009;127;70;76;-6;31;90;207;2;4;63
F**kin' Perfect;P!nk;Pop;2010;92;67;56;-5;36;45;213;4;4;63
Fill Me In;Craig David;Other;2000;132;74;68;-7;6;83;257;38;4;63
Fine China;Chris Brown;Hip hop/Rap/R&b;2014;104;73;65;-5;12;59;213;4;6;63
Gangsta Lovin';Eve;Hip hop/Rap/R&b;2002;94;84;72;-4;9;83;239;6;6;63
Gimme the Light;Sean Paul;Pop;2022;107;76;78;-6;4;92;228;14;5;63
Hands on the Wheel (feat. Asap Rocky);ScHoolboy Q;Hip hop/Rap/R&b;2012;128;78;65;-7;7;18;197;2;11;63
Heart Skips a Beat (feat. Rizzle Kicks);Olly Murs;Pop;2011;111;88;84;-4;8;88;202;14;6;63
Hemorrhage (In My Hands);Fuel;Rock/Metal;2000;152;82;30;-4;8;37;237;0;4;63
Higher;Taio Cruz;Pop;2010;128;91;67;-5;16;75;188;0;7;63
Hurtin' Me;Stefflon Don;Other;2017;204;79;54;-5;14;80;213;10;16;63
I Don't Feel Like Dancin';Scissor Sisters;Pop;2006;108;92;71;-3;34;85;288;2;3;63
I Just Wanna Love U (Give It 2 Me);JAY-Z;Hip hop/Rap/R&b;2000;99;92;80;-5;4;80;228;30;24;63
I'm Not Alone - Radio Edit;Calvin Harris;Pop;2009;131;68;60;-7;32;44;211;0;3;63
Just a Friend 2002 - Radio Edit;Mario;Pop;2002;132;68;54;-6;24;91;214;1;19;63
Just Fine;Mary J. Blige;Pop;2007;123;80;92;-4;10;59;242;4;12;63
Just Hold On;Steve Aoki;EDM;2016;115;93;65;-4;6;37;199;0;8;63
Last Night;Keyshia Cole;Pop;2007;121;86;92;-5;9;97;256;17;6;63
Leavin';Jesse McCartney;Pop;2008;79;71;69;-6;7;89;217;3;5;63
Man's Not Hot;Big Shaq;Hip hop/Rap/R&b;2017;135;88;91;-4;11;59;186;11;24;63
More Than A Woman;Aaliyah;Hip hop/Rap/R&b;2001;87;65;66;-6;12;76;230;8;9;63
Ms. New Booty;Bubba Sparxxx;Hip hop/Rap/R&b;2005;129;62;64;-6;8;61;253;2;42;63
My Neck My Back (Lick It);Khia;Pop;2015;102;63;86;-4;5;71;223;3;13;63
Not Nice;PARTYNEXTDOOR;Hip hop/Rap/R&b;2016;97;50;55;-9;12;72;203;3;9;63
Of The Night;Bastille;Other;2013;125;83;67;-7;9;35;214;2;4;63
Oh Boy;Cam’ron;Hip hop/Rap/R&b;2002;83;77;76;-6;14;82;205;2;17;63
One Call Away;Chingy;Other;2003;163;82;77;-6;22;96;277;9;18;63
One Day Like This;Elbow;Other;2008;159;65;43;-6;14;37;394;11;3;63
One Love;Blue;Other;2002;95;72;68;-4;35;85;207;2;4;63
Over And Over;Nelly;Pop;2004;170;52;64;-10;16;46;254;1;8;63
Party Like A Rock Star;Shop Boyz;Hip hop/Rap/R&b;2007;145;71;62;-5;51;68;253;1;4;63
Pullin' Me Back;Chingy;Other;2006;80;51;79;-7;12;59;234;8;29;63
Putus Atau Terus;Judika;Pop;2020;136;19;69;-7;11;39;249;83;4;63
Rollout (My Business);Ludacris;Hip hop/Rap/R&b;2001;131;67;92;-9;59;89;297;9;24;63
Scars;Papa Roach;Rock/Metal;2004;90;93;46;-3;23;48;208;9;5;63
Shortie Like Mine (feat. Chris Brown & Johntá Austin);Bow Wow;Pop;2006;142;64;76;-8;19;70;268;7;22;63
Soldier (feat. T.I. & Lil' Wayne);Destiny's Child;Pop;2004;77;42;88;-7;8;90;326;4;36;63
Sorry;Joel Corry;Pop;2019;125;79;74;-5;32;85;189;5;6;63
Southside;Lloyd;Hip hop/Rap/R&b;2004;75;40;69;-9;8;45;278;38;8;63
Starlight - Radio Edit;The Supermen Lovers;EDM;2001;127;68;74;-5;39;79;234;0;4;63
Summer Paradise (feat. Sean Paul) - Single Version;Simple Plan;Pop;2012;172;82;42;-4;9;75;235;1;5;63
Supalonely (feat. Gus Dapperton);BENEE;Other;2020;129;63;86;-5;12;84;223;29;5;63
Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit;LMC;EDM;2004;129;91;67;-5;14;67;172;0;4;63
THE FORMULA;will.i.am;Pop;2023;78;89;74;-5;13;43;228;31;27;63
The Great Escape;BOYS LIKE GIRLS;Pop;2007;150;94;42;-4;18;51;207;0;6;63
Used To Love (with Dean Lewis);Martin Garrix;EDM;2019;119;69;65;-5;34;39;237;46;4;63
Vossi Bop;Stormzy;Other;2019;188;65;68;-6;13;43;196;13;34;63
Wait;Maroon 5;Pop;2018;126;60;66;-5;11;45;191;10;6;63
What You Waiting For?;Gwen Stefani;Pop;2004;136;95;68;-3;38;73;221;5;6;63
X (with KAROL G);Jonas Brothers;Other;2020;118;83;72;-5;32;75;185;5;6;63
Year 3000;Busted;Other;2002;107;84;59;-7;9;90;196;0;4;63
A New Day Has Come - Radio Remix;Céline Dion;Pop;2002;92;69;57;-5;15;20;260;8;4;62
Addictive;Truth Hurts;Pop;2002;99;68;70;-7;19;37;226;7;15;62
Blind Faith;Chase & Status;Other;2011;140;85;45;-5;23;40;234;1;5;62
Cater 2 U;Destiny's Child;Pop;2004;126;58;61;-7;24;46;245;29;20;62
CoCo;O.T. Genasis;Hip hop/Rap/R&b;2014;120;63;89;-6;31;18;240;0;13;62
Earthquake (feat. Tinie Tempah);Labrinth;Other;2012;153;86;54;-4;28;26;275;11;10;62
Faded;ZHU;EDM;2014;125;48;86;-7;12;60;223;1;5;62
Feel the Love (feat. John Newman);Rudimental;Pop;2013;180;71;39;-7;69;24;245;0;6;62
Feels (feat. Pharrell Williams & Katy Perry & Big Sean);Calvin Harris;Pop;2017;101;75;89;-3;9;87;223;6;6;62
Freek-A-Leek;Petey Pablo;Other;2003;105;70;74;-4;36;66;235;8;25;62
Fun (feat. Chris Brown);Pitbull;Pop;2014;114;77;79;-4;19;55;202;16;5;62
Get Back;Ludacris;Hip hop/Rap/R&b;2004;172;64;56;-5;12;18;271;6;26;62
Halfcrazy;Musiq Soulchild;Hip hop/Rap/R&b;2002;102;77;41;-6;5;42;254;46;18;62
Heartbroken - Edit;T2;EDM;2017;140;76;72;-5;16;88;179;3;3;62
How To Love;Lil Wayne;Hip hop/Rap/R&b;2011;154;66;64;-6;11;27;240;0;4;62
I Can;Nas;Hip hop/Rap/R&b;2002;95;89;84;-4;7;69;254;10;18;62
I Know You Want Me (Calle Ocho);Pitbull;Pop;2009;127;74;83;-6;24;80;237;1;15;62
I Tried;Bone Thugs-N-Harmony;Hip hop/Rap/R&b;2007;82;71;73;-6;11;38;287;1;7;62
I'm a Thug;Trick Daddy;Other;2001;140;56;93;-6;10;59;254;3;12;62
Imma Be;Black Eyed Peas;Pop;2009;92;52;60;-7;31;41;258;18;37;62
Jumanji;B Young;Other;2018;96;47;79;-10;10;60;173;28;25;62
Know Me Too Well (with Danna Paola);New Hope Club;Other;2020;123;71;76;-4;6;80;201;43;4;62
Lean Wit It, Rock Wit It;Dem Franchize Boyz;Hip hop/Rap/R&b;2006;76;62;89;-6;10;60;230;8;31;62
Let Me Hold You (Turn Me On);Cheat Codes;EDM;2016;103;77;68;-3;35;27;162;10;8;62
Make It Rain;Fat Joe;Hip hop/Rap/R&b;2006;149;70;74;-5;8;77;247;1;20;62
Make Me Better;Fabolous;Hip hop/Rap/R&b;2007;86;60;61;-7;20;56;254;33;10;62
Money Maker;Ludacris;Hip hop/Rap/R&b;2006;79;60;55;-7;30;61;231;15;27;62
Move Along;The All-American Rejects;Rock/Metal;2005;110;92;53;-4;37;62;239;0;5;62
Murder On The Dancefloor;Sophie Ellis-Bextor;Pop;2002;117;85;73;-5;31;86;230;0;3;62
Next To Me;Emeli Sandé;Hip hop/Rap/R&b;2012;95;80;66;-5;11;35;197;9;4;62
Nobody To Love - Radio Edit;Sigma;Other;2014;175;92;44;-3;18;18;190;0;4;62
Omen;The Prodigy;Other;2009;140;95;55;-5;28;56;216;0;4;62
Oops (Oh My) [feat. Missy Elliott];Tweet;Hip hop/Rap/R&b;2002;160;54;66;-9;11;78;238;23;29;62
Over;Drake;Hip hop/Rap/R&b;2010;100;85;33;-6;12;43;234;1;28;62
PILLOWTALK;ZAYN;Pop;2016;125;70;59;-4;9;43;204;10;5;62
Pretty Green Eyes - Radio Edit;Ultrabeat;EDM;2003;140;78;55;-10;7;51;202;21;4;62
Pretty Wings - uncut;Maxwell;Other;2009;116;40;56;-10;9;20;311;25;7;62
Ready For Your Love;Gorgon City;Other;2014;122;75;68;-7;33;47;199;5;15;62
Rise & Fall (feat. Sting);Craig David;Other;2002;83;59;41;-8;66;81;287;25;6;62
Shalala Lala;Vengaboys;Pop;2000;124;90;75;-6;4;97;215;5;3;62
She Said;Plan B;Rock/Metal;2010;147;54;72;-6;14;82;209;30;14;62
Starships;Nicki Minaj;Pop;2012;125;72;75;-2;25;75;211;14;8;62
Tattoo;Jordin Sparks;Pop;2007;168;77;57;-5;10;55;233;43;4;62
The Heart Wants What It Wants;Selena Gomez;Pop;2014;83;79;62;-5;14;62;227;5;4;62
The Logical Song;Scooter;Other;2002;144;89;52;-9;46;53;235;0;4;62
This Is Love;will.i.am;Pop;2013;129;80;54;-3;14;28;279;0;4;62
Truth Hurts;Lizzo;Other;2019;158;62;72;-3;12;41;173;11;11;62
Try Sleeping with a Broken Heart;Alicia Keys;Other;2009;111;82;50;-5;13;55;249;16;11;62
Turn My Swag On;Soulja Boy;Hip hop/Rap/R&b;2008;150;71;55;-3;41;49;206;0;3;62
Waiting All Night (feat. Ella Eyre);Rudimental;Pop;2013;175;73;54;-5;43;28;293;0;5;62
Wanksta;50 Cent;Hip hop/Rap/R&b;2003;81;86;80;-4;14;87;219;2;20;62
Wavin' Flag;K'NAAN;Other;2009;76;70;63;-6;24;72;221;13;7;62
Wish You Well;Sigala;Pop;2019;125;90;67;-4;30;58;206;13;6;62
Work Hard Play Hard;Wiz Khalifa;Hip hop/Rap/R&b;2012;140;67;79;-4;30;49;219;4;5;62
You & Me;Marc E. Bassy;Hip hop/Rap/R&b;2017;84;64;45;-8;19;61;218;4;28;62
You Belong With Me;Taylor Swift;Pop;2008;130;77;69;-4;11;45;231;16;4;62
Alarm;Anne-Marie;Other;2016;147;59;76;-5;18;81;206;8;23;61
Born To Die;Lana Del Rey;Pop;2012;75;64;18;-7;22;39;286;21;4;61
Cool;Gwen Stefani;Pop;2004;112;72;71;-4;36;80;189;3;3;61
Cruise;Florida Georgia Line;Other;2012;148;95;46;-3;5;88;209;2;4;61
Diamonds From Sierra Leone - Remix;Kanye West;Hip hop/Rap/R&b;2005;97;81;67;-4;16;38;233;26;27;61
Diary (feat. Tony! Toni! Tone! & Jermaine Paul);Alicia Keys;Other;2003;128;47;66;-10;13;28;284;56;3;61
Everyday I Love You Less And Less;Kaiser Chiefs;Rock/Metal;2005;160;96;49;-5;24;58;218;0;4;61
Fit but You Know It;The Streets;Hip hop/Rap/R&b;2004;172;84;68;-2;3;90;254;23;30;61
Floating Through Space;Sia;Pop;2021;105;84;57;-5;11;28;178;0;7;61
Get It On Tonite;Montell Jordan;Hip hop/Rap/R&b;1999;99;49;81;-10;8;87;276;24;8;61
Get Up (feat. Chamillionaire);Ciara;Pop;2006;129;60;96;-7;4;63;262;2;11;61
Gettin' Over You (feat. Fergie & LMFAO);David Guetta;Other;2010;130;91;62;-5;8;45;188;18;8;61
Handbags And Gladrags;Stereophonics;Other;2001;135;73;33;-4;17;21;277;3;3;61
Heard It All Before;Sunshine Anderson;Hip hop/Rap/R&b;2001;97;93;70;-4;10;68;296;6;22;61
Holiday;Dizzee Rascal;Other;2011;118;92;55;-2;4;86;221;6;4;61
I Like That;Houston;Other;2004;107;50;80;-4;10;39;237;2;10;61
I Love College;Asher Roth;Hip hop/Rap/R&b;2009;86;83;71;-4;42;66;242;9;24;61
Ice Box;Omarion;Pop;2006;131;73;78;-5;13;82;256;19;13;61
Idioteque;Radiohead;Rock/Metal;2000;138;93;62;-8;9;53;309;4;27;61
If Tomorrow Never Comes;Ronan Keating;Other;2002;79;50;56;-6;10;27;214;33;3;61
In Those Jeans;Ginuwine;Hip hop/Rap/R&b;2003;128;54;69;-6;8;32;243;51;8;61
Let It Go;Keyshia Cole;Pop;2007;95;72;81;-5;21;77;238;20;21;61
Life Is A Rollercoaster;Ronan Keating;Other;2000;119;79;66;-9;33;86;235;10;3;61
London Bridge;Fergie;Pop;2006;91;61;77;-6;17;63;241;22;36;61
Make Luv;Room 5;EDM;2003;125;89;88;-5;4;65;212;1;12;61
Mesmerize;Ja Rule;Pop;2002;90;65;77;-7;43;39;279;6;19;61
Miss You;Aaliyah;Hip hop/Rap/R&b;2002;110;34;68;-10;22;50;245;66;3;61
Music;Madonna;Pop;2000;120;80;74;-9;14;87;226;0;7;61
Need U (100%) (feat. A*M*E) - Radio Edit;Duke Dumont;EDM;2013;124;85;67;-5;39;46;174;0;5;61
Nine Million Bicycles;Katie Melua;Pop;2005;82;25;53;-16;12;34;197;52;3;61
On Fire;Lloyd Banks;Hip hop/Rap/R&b;2004;95;83;76;-4;24;43;187;9;22;61
Ruby;Kaiser Chiefs;Rock/Metal;2007;93;94;45;-3;8;45;204;1;5;61
Say Yes;Floetry;Other;2002;118;40;75;-13;11;43;268;21;7;61
Scandalous - U.S. Radio Edit;Mis-Teeq;Other;2004;100;67;73;-4;9;65;239;5;3;61
Selfish Love (with Selena Gomez);DJ Snake;EDM;2021;111;65;72;-8;10;44;169;2;10;61
Sex;Cheat Codes;EDM;2016;105;69;60;-6;13;19;228;0;16;61
Somebody That I Used To Know;Gotye;Pop;2011;129;53;86;-7;11;67;245;61;4;61
Sorry Seems To Be The Hardest Word;Blue;Other;2004;79;60;56;-7;38;44;210;18;3;61
Spotlight;Jennifer Hudson;Pop;2008;109;72;71;-4;7;66;250;4;5;61
Stand Up;Ludacris;Hip hop/Rap/R&b;2003;99;84;75;-5;9;80;214;37;35;61
Stay (feat. Maty Noyes);Kygo;EDM;2015;103;74;65;-8;17;38;239;4;4;61
Thank God I Found You (feat. Joe & 98°);Mariah Carey;Pop;1999;129;53;35;-6;11;15;257;59;3;61
The Man;Aloe Blacc;Pop;2013;86;76;53;-7;23;47;256;3;4;61
Too Close;Alex Clare;Rock/Metal;2011;126;69;59;-4;11;27;257;1;4;61
Turn Off The Light;Nelly Furtado;Latin/Reggaeton;2000;180;69;59;-6;42;65;276;8;10;61
Untouched;The Veronicas;Pop;2005;177;78;56;-5;15;44;255;2;23;61
What You Got;Colby O'Donis;Pop;2008;120;64;78;-7;18;31;243;3;4;61
White Noise;Disclosure;EDM;2013;120;84;67;-6;31;90;278;1;5;61
Your Body;Pretty Ricky;Hip hop/Rap/R&b;2005;90;59;84;-6;9;51;240;18;11;61
5 Years Time;Noah And The Whale;Other;2008;122;55;80;-7;10;75;215;40;11;60
A Little Less Conversation - JXL Radio Edit Remix;Elvis Presley;Rock/Metal;2002;115;97;60;-6;13;72;212;0;5;60
Ai Se Eu Te Pego - Ao Vivo;Michel Teló;Other;2011;96;85;65;-5;16;83;166;3;7;60
All About You;McFly;Other;2005;130;56;54;-5;10;30;187;20;3;60
All Day And Night;Jax Jones;Pop;2019;122;78;59;-4;16;52;169;27;9;60
Always On Time;Ja Rule;Pop;2001;97;71;84;-6;34;84;245;20;29;60
Baby;Ashanti;Pop;2002;158;58;57;-6;3;46;266;1;22;60
Be With You;Enrique Iglesias;Pop;1999;122;87;68;-5;5;54;219;4;3;60
Breathe;Jax Jones;Pop;2017;126;74;72;-6;14;69;208;2;4;60
BUTTERFLY EFFECT;Travis Scott;Hip hop/Rap/R&b;2018;141;63;76;-6;11;20;191;5;5;60
Case Of The Ex (Whatcha Gonna Do);Mýa;Hip hop/Rap/R&b;2000;98;69;77;-5;7;35;237;5;4;60
Classic Man (feat. Roman GianArthur);Jidenna;Hip hop/Rap/R&b;2015;94;59;79;-6;29;59;226;19;3;60
Don't Forget About Us - Radio Edit;Mariah Carey;Pop;2005;144;54;70;-7;10;43;234;5;4;60
Down With The Trumpets;Rizzle Kicks;Hip hop/Rap/R&b;2011;115;88;75;-5;24;79;187;9;8;60
Escape;Enrique Iglesias;Pop;2001;126;84;78;-5;14;87;209;3;3;60
Forget You;CeeLo Green;Hip hop/Rap/R&b;2010;127;88;70;-4;16;77;223;13;6;60
Foundations;Kate Nash;Other;2007;84;90;50;-4;8;87;245;9;8;60
From Paris to Berlin;Infernal;Other;2004;126;87;74;-7;4;84;210;10;8;60
Good For You;Selena Gomez;Pop;2015;89;68;61;-6;9;21;222;18;5;60
Gossip Folks (feat. Ludacris);Missy Elliott;Pop;2002;122;54;71;-5;32;44;235;36;51;60
Got Money;Lil Wayne;Hip hop/Rap/R&b;2008;82;66;69;-5;68;70;245;0;12;60
Headsprung;LL COOL J;Hip hop/Rap/R&b;2004;100;79;72;-6;7;47;267;1;3;60
Hey Baby;No Doubt;Pop;2001;94;87;71;-4;23;75;207;6;13;60
Hey Baby (Radio Mix);DJ Ötzi;Other;2010;135;97;67;-3;35;83;219;12;5;60
Holidae In;Chingy;Other;2003;153;79;81;-6;8;95;314;9;18;60
How Come;D12;Hip hop/Rap/R&b;2004;90;86;75;-2;19;55;250;28;24;60
If You Come Back;Blue;Other;2001;78;71;58;-4;5;70;208;8;3;60
In For The Kill;La Roux;Pop;2009;150;97;63;0;12;91;249;0;5;60
In The Morning;Razorlight;Other;2006;124;86;62;-3;32;69;222;0;4;60
It's Like That;Mariah Carey;Pop;2005;96;63;80;-5;4;86;203;6;6;60
La La La;Naughty Boy;Hip hop/Rap/R&b;2013;125;68;75;-4;11;25;221;11;3;60
Love Sex Magic (feat. Justin Timberlake);Ciara;Pop;2009;107;67;89;-5;34;87;220;2;14;60
Mad;Ne-Yo;Pop;2008;130;64;73;-5;11;69;255;67;3;60
Met Him Last Night (feat. Ariana Grande);Demi Lovato;Pop;2021;145;51;54;-5;10;12;205;22;3;60
Millionaire;Kelis;Pop;2003;176;85;68;-7;4;75;225;2;11;60
Missing You;Case;Hip hop/Rap/R&b;2001;86;58;61;-6;6;72;285;28;6;60
Music (feat. Marvin Gaye);Erick Sermon;Hip hop/Rap/R&b;2001;100;47;90;-9;8;88;223;19;20;60
My Life;The Game;Hip hop/Rap/R&b;2008;148;77;67;-5;6;38;321;7;35;60
My Place;Nelly;Pop;2004;163;64;60;-4;10;64;337;5;4;60
Nessaja;Scooter;Other;2002;143;84;51;-10;18;13;210;0;4;60
Never Be The Same Again;Melanie C;Pop;1999;160;69;69;-5;12;40;294;9;5;60
No Hands (feat. Roscoe Dash & Wale);Waka Flocka Flame;Hip hop/Rap/R&b;2010;131;60;76;-6;24;36;264;1;4;60
Not Fair;Lily Allen;Pop;2009;121;86;72;-7;22;95;201;4;4;60
On the Hotline - Amended Version;Pretty Ricky;Hip hop/Rap/R&b;2007;93;85;70;-5;15;69;243;2;18;60
Promise;Jagged Edge;Hip hop/Rap/R&b;2000;128;57;75;-5;3;65;247;14;9;60
Rise;GABRIELLE;Other;2001;145;48;56;-9;9;63;219;32;3;60
Round Round;Sugababes;Pop;2002;127;85;74;-4;12;75;236;0;3;60
Sensual Seduction;Snoop Dogg;Other;2007;120;83;76;-4;6;50;246;0;7;60
Summer On You (feat. Wulf);Sam Feldt;EDM;2016;121;73;73;-6;17;60;160;3;4;60
Sunrise;Simply Red;Other;2004;106;73;79;-5;10;94;200;0;3;60
Sweet About Me;Gabriella Cilmi;Pop;2008;132;70;67;-5;16;59;202;6;3;60
There You Go;P!nk;Pop;2000;108;85;82;-7;5;67;203;9;9;60
This Ain't a Love Song;Scouting For Girls;Other;2010;177;92;46;-4;42;53;211;0;5;60
1955;Hilltop Hoods;Hip hop/Rap/R&b;2016;84;50;77;-8;30;71;239;72;7;65
This I Promise You;*NSYNC;Other;2000;166;58;55;-6;12;48;284;37;3;60
This Is Why I'm Hot;MiMS;Hip hop/Rap/R&b;2007;80;60;62;-6;50;49;254;28;58;60
This Town;Niall Horan;Pop;2016;112;41;68;-8;12;20;233;70;3;60
Tripping;Robbie Williams;Pop;2005;118;92;67;-4;6;83;277;4;4;60
Wait for You;Elliott Yamin;Other;2007;116;49;76;-7;18;35;261;25;3;60
Whataya Want from Me;Adam Lambert;Pop;2009;186;67;44;-5;6;46;227;1;4;60
Written in the Stars (feat. Eric Turner);Tinie Tempah;Pop;2010;92;93;66;-4;22;53;208;6;10;60
Acceptable in the 80's;Calvin Harris;Pop;2007;128;81;79;-5;5;94;334;1;5;59
Ain't It Funny;Jennifer Lopez;Pop;2001;100;87;71;-5;14;57;245;8;5;59
